"Issue Type","Issue ID","Summary","Parent","Assignee","Story Points","Original Estimate","Sprint","Priority","Labels","Description"
"Subtask","5212","Add append-only SupportEvaluation v2 persistence","5102","","","28800","MB Sprint 3","Highest","sprint3-foundation-care-evaluation","## Objective
Persist immutable v2 evidence without rewriting v1.

## Acceptance Criteria
- [ ] Liquibase preserves old rows and enforces version constraints.
- [ ] JPA mapping round-trips both versions.

## Definition of Done
- [ ] Migration and real-PostgreSQL integration pass.
- [ ] Data dictionary and forward-correction notes are complete."
"Subtask","5213","Implement SupportEvaluation v2 behavior and outbox","5102","","","43200","MB Sprint 3","Highest","sprint3-foundation-care-evaluation","## Objective
Implement deterministic creation owner read idempotency and event publication.

## Acceptance Criteria
- [ ] Domain reasons derive from owned compatible evidence.
- [ ] Evaluation and outbox commit atomically.

## Definition of Done
- [ ] Unit and service integration cover success validation auth and replay.
- [ ] Sensitive answer content is absent from diagnostics and events."
"Subtask","5214","Verify v1 compatibility and SupportEvaluation concurrency","5102","","","36000","MB Sprint 3","High","sprint3-foundation-care-evaluation","## Objective
Prove unchanged v1 history and v2 race behavior.

## Acceptance Criteria
- [ ] Tests cover duplicate keys concurrent creates old rows and independent safety.
- [ ] Consumers distinguish versions safely.

## Definition of Done
- [ ] Care quality gate passes.
- [ ] Evidence names exact boundaries exercised."
"Subtask","5221","Freeze Resource Eligibility v1 provider contract","5103","","","21600","MB Sprint 3","Highest","sprint3-foundation-content-eligibility","## Objective
Define additive Content API for exact-version eligibility and batch resolution.

## Acceptance Criteria
- [ ] Domain role bands tier locale state and effective-window semantics are explicit.
- [ ] Errors nulls unknown enums and compatibility are defined.

## Definition of Done
- [ ] OpenAPI and generated-model validation pass.
- [ ] Content and Care review the contract."
"Subtask","5222","Add eligibility persistence constraints and migration","5103","","","32400","MB Sprint 3","Highest","sprint3-foundation-content-eligibility","## Objective
Persist immutable exact-version eligibility in Content PostgreSQL.

## Acceptance Criteria
- [ ] Constraints reject invalid domain role and publication combinations.
- [ ] Applied migrations remain append-only.

## Definition of Done
- [ ] node-pg-migrate and real-PostgreSQL integration pass.
- [ ] Data dictionary and indexes match access paths."
"Subtask","5223","Implement eligibility publication and resolution","5103","","","39600","MB Sprint 3","Highest","sprint3-foundation-content-eligibility","## Objective
Implement authorized publication and deterministic exact-version eligibility reads.

## Acceptance Criteria
- [ ] Review alone never implies plan eligibility.
- [ ] Eligible ineligible stale withdrawn and no-match outcomes are stable.

## Definition of Done
- [ ] Provider unit HTTP and integration tests pass.
- [ ] Existing public resource reads stay compatible."
"Subtask","5224","Implement and verify the Care eligibility client","5103","","","36000","MB Sprint 3","High","sprint3-foundation-content-eligibility","## Objective
Add a consumer-owned Care REST adapter with fail-closed proposal behavior.

## Acceptance Criteria
- [ ] Deadlines safe retries breaker auth and correlation propagation are explicit.
- [ ] Timeout malformed JSON and enum evolution do not admit resources.

## Definition of Done
- [ ] Cross-language consumer contract tests pass.
- [ ] No Care transaction spans the remote call."
"Subtask","5231","Inventory exact demo resource versions for eligibility review","5104","","","14400","MB Sprint 3","Highest","sprint3-foundation-eligibility-data","## Objective
Create the bounded inventory of actual immutable content versions used in the demo.

## Acceptance Criteria
- [ ] Each item includes current publication locale and source provenance.
- [ ] Missing or ambiguous versions are excluded pending review.

## Definition of Done
- [ ] Inventory reconciles with Content-owned data.
- [ ] No production personal data is copied."
"Subtask","5232","Review item-level domain roles bands and tiers","5104","","","21600","MB Sprint 3","Highest","sprint3-foundation-eligibility-data","## Objective
Assign explicit domain role bands and tier eligibility to every demo item.

## Acceptance Criteria
- [ ] Type baseline guides but never substitutes for item review.
- [ ] CORE alternatives include eligible PRIMARY choices.

## Definition of Done
- [ ] Review ledger records approver rationale and policy version.
- [ ] Exceptions are explicit."
"Subtask","5233","Publish the initial eligibility data append-only","5104","","","28800","MB Sprint 3","Highest","sprint3-foundation-eligibility-data","## Objective
Publish reviewed mappings through repeatable governed data changes.

## Acceptance Criteria
- [ ] Each exact version is mapped or explicitly ineligible.
- [ ] Rerun cannot duplicate or silently mutate published facts.

## Definition of Done
- [ ] Migration/publication verification passes.
- [ ] Forward correction is documented."
"Subtask","5234","Verify initial matrix coverage and consumer fixtures","5104","","","21600","MB Sprint 3","High","sprint3-foundation-eligibility-data","## Objective
Prove template-family coverage no-default behavior and Care fixtures.

## Acceptance Criteria
- [ ] Demo core slots have reviewed alternatives or explicit no-match.
- [ ] Adjunct-only combinations cannot satisfy core.

## Definition of Done
- [ ] Content integration and fixtures pass review.
- [ ] Evidence lists every exact version used."
