"Issue Type","Issue ID","Summary","Parent","Assignee","Story Points","Original Estimate","Sprint","Priority","Labels","Description"
"Story","6106","Rate a completed specialist appointment once","6001","","5","","MB Sprint 3","Medium","sprint3-later-specialist-rating","## Objective
Let an appointment owner submit one bounded rating and update runtime rating aggregates truthfully.

## Scope and dependencies
Depends on COMPLETED appointment outcomes from 6407 or 6408.

## Acceptance Criteria
- [ ] Persist one current rating per owned completed appointment.
- [ ] Implement create/update/read and transactional aggregate maintenance.
- [ ] Show rating only for eligible completed appointments.
- [ ] Support create/edit/validation/failure and disclosed aggregate display.
- [ ] Exercise eligibility, wrong actor, duplicate/update, concurrency, and aggregate accuracy.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Rate a completed specialist appointment once."
"Story","6107","Administer account state through Identity","6001","","5","","MB Sprint 3","Medium","sprint3-later-identity-admin","## Objective
Let an authorized admin suspend or restore an account through Identity-owned commands and bounded downstream effects.

## Scope and dependencies
Pulled after core specialist/session flows; no cross-service database access.

## Acceptance Criteria
- [ ] Implement Identity admin query/suspend/restore with audit and idempotency.
- [ ] Publish minimal lifecycle facts or bounded current-state checks.
- [ ] Build real admin lookup, status, reason, suspend, and restore UI.
- [ ] Show downstream-impact confirmation and pending delivery.
- [ ] Exercise user/specialist suspension and restoration, auth effect, repeats, and downstream eligibility.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Administer account state through Identity."
"Story","6201","Improve Journal authoring with mood and draft protection","6002","","5","","MB Sprint 3","High","sprint3-now-journal-authoring","## Objective
Complete existing Journal CRUD with an approved editor, intentional mood interaction, and unsaved-work protection.

## Scope and dependencies
Can start from the working Journal baseline; do not build a general rich-text platform.

## Acceptance Criteria
- [ ] Implement only approved contract, validation, Mongo migration, and revision changes.
- [ ] Preserve compatibility, conflict, and deletion semantics.
- [ ] Build prompts, mood interaction, validation, save states, and draft protection.
- [ ] Preserve real list/detail/edit/delete BFF flows.
- [ ] Exercise create, reload, edit, conflict, failed save, unsaved navigation, and delete.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Improve Journal authoring with mood and draft protection."
"Story","6202","Run exact-revision AI analysis jobs","6002","","13","","MB Sprint 3","Highest","sprint3-now-ai-runtime","## Objective
Provide consent-gated MongoDB asynchronous analysis of one exact owned journal revision through a deterministic backend runtime.

## Scope and dependencies
Backend enabling slice expanded minimally to add the Care-owned `AI_PROCESSING` decision and authorization endpoint. Journal/AI remains Mongo-only and forwards the verified end-user bearer to Care without persisting it. Story 6203 or a dedicated frontend follow-up owns disclosure/consent UI and the visible reflection flow. Story 6204/MB-369 gates real provider selection and official enablement.

## Acceptance Criteria
- [ ] Add Care disclosure/decision/authorization contract and backend for `AI_PROCESSING` at `ai-processing-capstone-v1`, independent from `PRIVACY_POLICY`.
- [ ] Add Journal/AI OpenAPI/schema, Mongo migration, unique idempotency, atomic claim, bounded lease recovery, job repository, worker, and provider port without PostgreSQL or Kafka.
- [ ] Enforce consent at request time and before every provider attempt, ownership, idempotency, 30-second timeout, and one allowed retry; fail closed without persisting bearer credentials.
- [ ] Expose owned RUNNING/SUCCEEDED/FAILED status/result APIs.
- [ ] Return only approved fields and stable terminal reasons.
- [ ] Exercise success, missing/revoked/unavailable consent, wrong owner, duplicate, lease recovery, timeout, retry, failure, stale revision, and deletion.
- [ ] Use only the deterministic fake provider; retain real OpenAI/Gemini and benchmark work in 6204/MB-369.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Care and Journal/AI OpenAPI plus Mongo migration 005 implement the explicit no-PostgreSQL/no-Kafka decision.
- Journal/AI `npm test`: 29/29 pass; `npm run test:integration`: 2/2 pass against migrated MongoDB; format, lint, typecheck, contract, migration, and build gates pass.
- Focused Care disclosure/consent/service/OpenAPI tests pass. The PostgreSQL-backed MockMvc integration scenario is authored but was not executed in this workspace because the Docker engine is unavailable; do not classify this as live cross-stack evidence.
- Storage inspection in the Mongo integration test proves the forwarded bearer, raw provider response, and hidden reasoning are not persisted.

## Completion Notes
Backend implementation completed 2026-09-16. Care exposes the current `AI_PROCESSING` disclosure and `GET /api/v1/consents/ai-processing/authorization`. Journal/AI exposes `POST /api/v1/journals/{journalId}/revisions/{revision}/analysis-jobs` and `GET /api/v1/analysis-jobs/{jobId}` with RUNNING/SUCCEEDED/FAILED states, stable consent/auth-context/stale/deleted/provider terminal reasons, `exact-revision-v1` prompt provenance, schema version 1, and the deterministic fake provider. Story 6203 remains responsible for consent/reflection UI; Story 6204/MB-369 remains responsible for real-provider selection and benchmarking."
"Story","6203","Use AI reflection from the Journal page","6002","","5","","MB Sprint 3","Highest","sprint3-next-ai-reflection-ui","## Objective
Let a user explicitly request and revisit safe analysis for the displayed exact revision.

## Scope and dependencies
Depends on 6202; Journal remains usable without consent or AI availability.

## Acceptance Criteria
- [ ] Add authenticated BFF calls for request/status/result.
- [ ] Map exact contract fields and errors without inference.
- [ ] Build queued, running, success, failed, stale, and consent states.
- [ ] Route allow-listed actions only to governed flows.
- [ ] Exercise live BFF states, reload, denial, failure, stale revision, and action routing.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Use AI reflection from the Journal page."
"Story","6204","Benchmark and route approved AI models by service plan","6002","","13","","MB Sprint 3","Medium","sprint3-later-ai-benchmark","## Objective
Benchmark pinned OpenAI/Gemini candidates and route an accepted exact-revision model configuration from Consultation-authoritative `FREE`/`PLUS`/`PREMIUM` entitlement.

## Scope and dependencies
Depends on 6202/MB-367. Add only the minimal Consultation current-entitlement foundation; do not implement purchase, upgrade, MoMo, billing periods, credit ledger, AI Chat quota, vector/RAG, or PhoBERT. Paid calls require explicit operator enablement and never run in CI. No production journal enters the benchmark.

## Acceptance Criteria
- [x] Consultation returns authenticated current entitlement with `DEFAULT_FREE`, explicit `DEMO`, and reserved future `PAID` provenance; absent effective projection resolves to `FREE`.
- [x] Journal/AI forwards the end-user bearer for entitlement lookup, never trusts client tier, and snapshots a versioned workload route.
- [x] Complete Gemini/OpenAI structured-output adapters behind the provider-neutral port with no cross-provider fallback.
- [x] Build a reproducible synthetic exact-revision benchmark harness with normalized quality/safety, latency, token, cost, malformed-output, and failure evidence in MongoDB.
- [x] Add typed secrets/config and gates so local/test/CI use deterministic fake and real routes require credentials plus an approval version.
- [ ] Execute the paid benchmark with pinned model and price snapshots, approve thresholds/reviewer evidence, and record the accepted provider/model route before controlled-demo activation.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Implementation foundation added on 2026-09-16: Consultation current-entitlement lookup, entitlement-aware exact-revision router, Gemini/OpenAI adapters, `exact-revision-v2`, Mongo benchmark metadata, and a CC0 synthetic dataset. Real-provider activation remains intentionally disabled because credentials, pinned candidate models/prices, acceptance thresholds, reviewer, and a benchmark approval identifier are not present in the repository. CI remains deterministic fake."
"Story","6205","Generate an optional AI ConsultationBrief draft","6002","","5","","MB Sprint 3","Medium","sprint3-later-ai-brief","## Objective
Return a minimized structured draft to Care without sharing directly to a specialist or blocking manual creation.

## Scope and dependencies
Depends on 6202 and manual brief contract 6405.

## Acceptance Criteria
- [ ] Add versioned asynchronous brief-draft request/result.
- [ ] Validate consent, sources, approved fields, provenance, timeout, and retry.
- [ ] Integrate Care request/retrieval and editable prefill.
- [ ] Mark AI origin and source versions.
- [ ] Exercise consent, minimization, success, partial inputs, failure, deletion, and wrong actor.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Generate an optional AI ConsultationBrief draft."
"Story","6206","Compare journal context across bounded periods","6002","","8","","MB Sprint 3","Medium","sprint3-later-ai-longitudinal","## Objective
Provide longitudinal AI analysis over exact revisions with explicit coverage and safe direction vocabulary.

## Scope and dependencies
Depends on 6202 and feeds 6501; it does not calculate screening trend.

## Acceptance Criteria
- [ ] Add contract, Mongo persistence, worker, exact sources, and provenance.
- [ ] Validate periods, consent, ownership, coverage, directions, and deletion coupling.
- [ ] Expose minimized Care result access with deadlines and safe unavailability.
- [ ] Return coverage/source versions without raw text.
- [ ] Exercise sufficient, sparse, imbalanced, deleted-source, revoked consent, failure, and duplicate.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Compare journal context across bounded periods."
"Story","6301","Generate and reload the current SupportPlan draft","6003","","8","","MB Sprint 3","Highest","sprint3-gated-plan-proposal","## Objective
Create one deterministic server proposal and return the same current draft after reload.

## Scope and dependencies
Gated by imported 5102 SupportEvaluation v2, 5103 Resource Eligibility v1, and 5104 matrix.

## Acceptance Criteria
- [ ] Promote OpenAPI and persist plan, slots, choices, and exact provenance.
- [ ] Implement deterministic composition, revalidation, bounds, and one-draft concurrency.
- [ ] Build real proposal/draft BFF page with rationale, safety, slots, alternatives, and reload.
- [ ] Never calculate eligibility or truncate on the client.
- [ ] Exercise one/two domain, safety, roles, dedupe, bounds, concurrency, reload, and failure.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Generate and reload the current SupportPlan draft."
"Story","6302","Choose alternatives and activate a SupportPlan","6003","","5","","MB Sprint 3","Highest","sprint3-gated-plan-activation","## Objective
Let a user change only admitted choices and explicitly activate a valid draft.

## Scope and dependencies
Depends on 6301 and fresh provider facts.

## Acceptance Criteria
- [ ] Implement idempotent choice and activation commands.
- [ ] Revalidate evaluation, templates, content versions, roles, publication, and windows.
- [ ] Build keep/swap/remove and explicit activation UI.
- [ ] Show stale, missing-core, conflict, safety, and success states.
- [ ] Exercise valid/invalid choices, injection, stale facts, duplicate activation, and concurrency.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Choose alternatives and activate a SupportPlan."
"Story","6303","Pause, resume, complete, and discard SupportPlans","6003","","5","","MB Sprint 3","High","sprint3-gated-plan-lifecycle","## Objective
Complete normal user-controlled plan lifecycle while preserving immutable history.

## Scope and dependencies
Depends on 6302; does not cover replacement.

## Acceptance Criteria
- [ ] Implement discard/pause/resume/complete with guards, ownership, idempotency, and history.
- [ ] Preserve one-draft/one-current constraints.
- [ ] Expose only valid actions for reloaded state.
- [ ] Build confirmations, conflicts, failures, and history detail.
- [ ] Exercise all valid/invalid transitions, repeats, concurrency, reload, and history.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Pause, resume, complete, and discard SupportPlans."
"Story","6304","Replace a current SupportPlan after revalidation","6003","","8","","MB Sprint 3","High","sprint3-gated-plan-replacement","## Objective
Let a user review and atomically replace a current plan without losing history.

## Scope and dependencies
Depends on 6302 and provider versions; new evaluation never auto-supersedes.

## Acceptance Criteria
- [ ] Persist replacement relation and freshly revalidate providers.
- [ ] Atomically SUPERSEDE current and ACTIVATE replacement.
- [ ] Build current-versus-proposed comparison and confirmation.
- [ ] Keep current usable until confirmed.
- [ ] Exercise success, stale provider, concurrent change, duplicate, rollback, and unchanged current.

## Definition of Done
- [ ] The first confirmation subtask closes only material remaining decisions.
- [ ] The stated actor journey works with persisted owner state and real consumers.
- [ ] Contract, migration, implementation, frontend, and canonical documentation agree where applicable.
- [ ] Proportional tests cover success, authorization, validation, consistency, and dependency failure.
- [ ] Evidence is classified truthfully as fixture browser, service integration, or live cross-stack.

## Evidence
- Contract and migration diff, or an explicit no-change conclusion.
- Exact owner and consumer test commands with results.
- Screenshots, recording, or redacted payloads proving the actor outcome.
- Compatibility evidence for each cross-service boundary.

## Completion Notes
Record final endpoints, states, decisions, versions, test commands, dependencies, and intentional deferrals for Replace a current SupportPlan after revalidation."
